SMILES,TITLE,dockvalent_id
CC(=O)NCC[C@@H]1C[NH2+][C@@H]2[C@H]([C@H]3CN(C[C@@H]4CCCC[C@H]34)C(=O)CC)[C@H](F)CC[C@H]12,NIR-THE-c33-3,624_NCL2ACR.0
F[C@H]1CC[C@H]2[C@@H](CCNC(=O)CC)C[NH2+][C@H]2[C@H]1[C@H]1CN(C[C@@H]2CCCC[C@H]12)C(=O)CCl,NIR-THE-c33-3,624_ACL2ACR.0
F[C@@H]1CC[C@@H]2[C@H](CCNC(=O)C)C[NH2+][C@H]2[C@@H]1[C@H]1CN(C[C@@H]2CCCC[C@H]12)C(=O)CCl,NIR-THE-c33-3,624_ACL.0
NS(=O)(=O)c1ccc2ccc(cc2c1)[C@H]1CN(Cc2ccccc12)C(=O)C,NIR-THE-c33-4,625_NCL.0
NS(=O)(=O)c1ccc2ccc(cc2c1)[C@H]1CN(Cc2ccccc12)C(=O)CC,NIR-THE-c33-4,625_NCL2ACR.0
NC(=O)Cc1ccccc1[C@H]1CN(Cc2ccccc12)C(=O)C,NIR-THE-c33-5,626_NCL.0
NC(=O)Cc1ccccc1[C@H]1CN(Cc2ccccc12)C(=O)CC,NIR-THE-c33-5,626_NCL2ACR.0
Cc1cccc(c1)[C@H]1CN(Cc2ccccc12)C(=O)C,NIR-THE-c33-6,627_NCL.0
Cc1cccc(c1)[C@H]1CN(Cc2ccccc12)C(=O)CC,NIR-THE-c33-6,627_NCL2ACR.0
CC(=O)N1CCN(CC1)[C@H](CCc1ccccc1)c1cccc(Cl)c1,PAU-WEI-b9b-1,717_NCL.0
CCC(=O)N1CCN(CC1)[C@H](CCc1ccccc1)c1cccc(Cl)c1,PAU-WEI-b9b-1,717_NCL2ACR.0
FC(F)(F)c1ccc(CC[C@@H](N2CCN(CC2)C(=O)C)c2cccc(Cl)c2)cc1,PAU-WEI-b9b-2,718_NCL.0
FC(F)(F)c1ccc(CC[C@@H](N2CCN(CC2)C(=O)CC)c2cccc(Cl)c2)cc1,PAU-WEI-b9b-2,718_NCL2ACR.0
Cc1ccc(CC[C@@H](N2CCN(CC2)C(=O)C)c2cccc(Cl)c2)cc1,PAU-WEI-b9b-3,719_NCL.0
Cc1ccc(CC[C@@H](N2CCN(CC2)C(=O)CC)c2cccc(Cl)c2)cc1,PAU-WEI-b9b-3,719_NCL2ACR.0
CC(=O)N1CCN(CC1)[C@H](CCc1ccccc1)c1cc(ccc1)C#N,PAU-WEI-b9b-4,720_NCL.0
CCC(=O)N1CCN(CC1)[C@H](CCc1ccccc1)c1cc(ccc1)C#N,PAU-WEI-b9b-4,720_NCL2ACR.0
C(=[NH2])c1cccc(c1)[C@H](CCc1ccccc1)N1CCN(CC1)C(=O)CCl,PAU-WEI-b9b-4,720_NIT.0
FC(F)(F)c1ccc(CC[C@@H](N2CCN(CC2)C(=O)C)c2cc(ccc2)C#N)cc1,PAU-WEI-b9b-5,721_NCL.0
FC(F)(F)c1ccc(CC[C@@H](N2CCN(CC2)C(=O)CC)c2cc(ccc2)C#N)cc1,PAU-WEI-b9b-5,721_NCL2ACR.0
FC(F)(F)c1ccc(CC[C@@H](N2CCN(CC2)C(=O)CCl)c2cc(ccc2)C=[NH2])cc1,PAU-WEI-b9b-5,721_NIT.0
Cc1ccc(CC[C@@H](N2CCN(CC2)C(=O)C)c2cccc(c2)C#N)cc1,PAU-WEI-b9b-6,722_NCL.0
Cc1ccc(CC[C@@H](N2CCN(CC2)C(=O)CC)c2cccc(c2)C#N)cc1,PAU-WEI-b9b-6,722_NCL2ACR.0
Cc1ccc(CC[C@@H](N2CCN(CC2)C(=O)CCl)c2cccc(c2)C=[NH2])cc1,PAU-WEI-b9b-6,722_NIT.0
CC(=O)NCC[C@H]1C[NH2+][C@H]2[C@H](CCC[C@H]12)[C@H](CCC1CCCCC1)[NH+]1CCN(CC1)C(=O)CC,PAU-WEI-b9b-7,723_NCL2ACR.0
CCC(=O)NCC[C@@H]1C[NH2+][C@@H]2[C@@H](CCC[C@H]12)[C@H](CCC1CCCCC1)[NH+]1CCN(CC1)C(=O)CCl,PAU-WEI-b9b-7,723_ACL2ACR.0
CC(=O)NCC[C@H]1C[NH2+][C@H]2[C@@H](CCC[C@@H]12)[C@H](CCC1CCCCC1)[NH+]1CCN(CC1)C(=O)CCl,PAU-WEI-b9b-7,723_ACL.0
CC(=O)NCC[C@H]1C[NH2+][C@H]2[C@@H](CCC[C@@H]12)[C@H](CC[C@H]1CC[C@@H](C)CC1)[NH+]1CCN(CC1)C(=O)CC,PAU-WEI-b9b-8,724_NCL2ACR.0
CC(=O)NCC[C@H]1C[NH2+][C@H]2[C@H](CCC[C@@H]12)[C@H](CC[C@H]1CC[C@H](CC1)C(F)(F)F)[NH+]1CCN(CC1)C(=O)CC,PAU-WEI-b9b-9,725_NCL2ACR.0
Cc1c(CCNC(=O)c2ccccc2F)cncc1NC(=O)CC,DOU-UNK-b53-1,855_ACL2ACR.0
Cc1c(CCNC(=O)c2ccccc2F)cncc1NC(=O)C,DOU-UNK-b53-1,855_ACL.0
CCC(=O)Nc1cncc2c1CCN(C2)C(=O)NC1CCCCC1,DOU-UNK-b53-2,856_ACL2ACR.0
CC(=O)Nc1cncc2c1CCN(C2)C(=O)NC1CCCCC1,DOU-UNK-b53-2,856_ACL.0
Cc1ccncc1N1[C@@H]2[C@H](CC1=O)N(CCN2C(=O)CC)[C@H](O)c1cccs1,DOU-UNK-b53-3,857_ACL2ACR.0
Cc1ccncc1N1[C@@H]2[C@H](CC1=O)N(CCN2C(=O)C)[C@H](O)c1cccs1,DOU-UNK-b53-3,857_ACL.0
Cc1ccc(cc1)S(=O)(=O)NC[C@@H]1CN([C@H](O)c2cccs2)[C@@H]2CC(=O)N([C@@H]2N1C(=O)CC)c1cnccc1C,DOU-UNK-b53-4,858_ACL2ACR.0
Cc1ccc(cc1)S(=O)(=O)NC[C@@H]1CN([C@H](O)c2cccs2)[C@@H]2CC(=O)N([C@@H]2N1C(=O)C)c1cnccc1C,DOU-UNK-b53-4,858_ACL.0
Cc1ccc(cc1)S(=O)(=O)NC[C@@H]1CN(CCN1C(=O)CC)[C@H](O)c1cccs1,DOU-UNK-b53-5,859_ACL2ACR.0
Cc1ccc(cc1)S(=O)(=O)NC[C@@H]1CN(CCN1C(=O)C)[C@H](O)c1cccs1,DOU-UNK-b53-5,859_ACL.0
Cc1ccncc1N1[C@@H]2[C@H](CC1=O)N(C[C@@H](N2C(=O)CC)c1cccc(c1)N1CCCC1=O)[C@H](O)c1cccs1,DOU-UNK-b53-6,860_ACL2ACR.0
Cc1ccncc1N1[C@@H]2[C@H](CC1=O)N(C[C@@H](N2C(=O)C)c1cccc(c1)N1CCCC1=O)[C@H](O)c1cccs1,DOU-UNK-b53-6,860_ACL.0
Cc1ccncc1N1[C@@H]2[C@H](CC1=O)N(Cc1cccs1)CCN2C(=O)CC,DOU-UNK-b53-7,861_ACL2ACR.0
Cc1ccncc1N1[C@@H]2[C@H](CC1=O)N(Cc1cccs1)CCN2C(=O)C,DOU-UNK-b53-7,861_ACL.0
O[C@H](N1CCN([C@H](C1)c1cc(ccc1)N1CCCC1=O)C(=O)CC)c1cccs1,DOU-UNK-b53-8,862_ACL2ACR.0
O[C@H](N1CCN([C@H](C1)c1cc(ccc1)N1CCCC1=O)C(=O)C)c1cccs1,DOU-UNK-b53-8,862_ACL.0
CCO[C@@H]1CC[C@H](C=[NH2])c2c1sc(c2)C(=O)N,DOU-UNK-b53-13,867_NIT.0
CCC(=O)N1C[C@H](c2ccccc2C1)[C@@H]1[C@@H](Cl)C[C@@H]2[C@@H]([NH2+]C[C@@H]2C2CC2)C1,DOU-UNK-b53-14,868_ACL2ACR.0
CC(=O)N1C[C@H](c2ccccc2C1)[C@H]1[C@@H](Cl)C[C@H]2[C@H]([NH2+]C[C@H]2C2CC2)C1,DOU-UNK-b53-14,868_ACL.0
CCOc1cccc(c1)[C@H]1[C@H](Cc2c[nH]c3ncccc23)N(Cc2ccccc12)C(=O)CC,DOU-UNK-b53-15,869_ACL2ACR.0
CCOc1cccc(c1)[C@H]1[C@H](Cc2c[nH]c3ncccc23)N(Cc2ccccc12)C(=O)C,DOU-UNK-b53-15,869_ACL.0
CCO[C@@H]1CC[C@H](C=[NH2])c2c1sc(c2)c1nnco1,DOU-UNK-b53-16,870_NIT.0
CCOc1cccc(c1)[C@H]1[C@H](Cc2c[nH]c3ncccc23)N([C@@H](C2CC2)c2ccccc12)C(=O)CC,DOU-UNK-b53-17,871_ACL2ACR.0
CCOc1cccc(c1)[C@H]1[C@H](Cc2c[nH]c3ncccc23)N([C@@H](C2CC2)c2ccccc12)C(=O)C,DOU-UNK-b53-17,871_ACL.0
CCC(=O)N1CCN(Cc2cc(ccc2)C#N)CC1,PAT-UNK-b2d-1,897_ACL2ACR.0
CC(=O)N1CCN(Cc2cc(ccc2)C#N)CC1,PAT-UNK-b2d-1,897_ACL.0
CC(=O)N1CCN(Cc2cccc(c2)C=[NH2])CC1,PAT-UNK-b2d-1,897_NIT.0
CCC(=O)N1CCN(Cc2cccc(c2)N2CCCCC2)CC1,PAT-UNK-b2d-3,899_ACL2ACR.0
CC(=O)N1CCN(Cc2cccc(c2)N2CCCCC2)CC1,PAT-UNK-b2d-3,899_ACL.0
CC(=O)N1CCN(C[C@H]2[C@@H]3[NH2+]C[C@H](CCNC(=O)CC)[C@@H]3CCC2)CC1,PAT-UNK-b2d-4,900_ACL2ACR.0
CC(=O)N1CCN(C[C@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3CCC2)CC1,PAT-UNK-b2d-4,900_ACL.0
CCN[C@H](COc1cccc(CN2CCN(CC2)C(=O)C)c1)OCC#N,MAK-UNK-af8-20,944_NCL.0
CO[C@@H]1CN(C[C@H]1CN1CCN(CC1)C(=O)CCl)C(=O)CCNc1ccc(cn1)C=[NH2],MAK-UNK-af8-26,950_NIT.0
C[NH+](C)CCCC(=O)N[C@H]1C[NH2+][C@H]2CCCC[C@H]12,ANT-OPE-ab3-1,1006_ACR.0
C[NH+](C)CCCC(=O)NC[C@H]1C[NH2+][C@H]2CCCC[C@@H]12,ANT-OPE-ab3-2,1007_ACR.0
CO[C@@H]1[C@H](O)C[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,JOH-MSK-a63-1,1027_ACL2ACR.0
CO[C@H]1[C@@H](O)C[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,JOH-MSK-a63-1,1027_ACL.0
CO[C@@H]1[C@H](OS(=O)(=O)O)C[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,JOH-MSK-a63-2,1028_ACL2ACR.0
CO[C@]1(O[C@@H](O[C@H]2CC[C@H]3CC[NH2+][C@H]3C2)[C@H](O)[C@](O)(CCNC(=O)CC)[C@H]1O)C(=O)O,JOH-MSK-a63-3,1029_ACL2ACR.0
CO[C@]1(O[C@@H](O[C@H]2CC[C@H]3CC[NH2+][C@H]3C2)[C@H](O)[C@](O)(CCNC(=O)C)[C@H]1O)C(=O)O,JOH-MSK-a63-3,1029_ACL.0
O[C@H]1CC[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,JOH-MSK-a63-4,1030_ACL2ACR.0
O[C@@H]1CC[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,JOH-MSK-a63-4,1030_ACL.0
OS(=O)(=O)O[C@H]1CC[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,JOH-MSK-a63-5,1031_ACL2ACR.0
OS(=O)(=O)O[C@@H]1CC[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,JOH-MSK-a63-5,1031_ACL.0
O[C@@H]1[C@@H](O)[C@H](O[C@H]2CC[C@@H]3[NH2+]C[C@H](CCNC(=O)CC)[C@@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MSK-a63-6,1032_ACL2ACR.0
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[C@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MSK-a63-6,1032_ACL.0
CNC(=O)[C@H]([NH2+]CCNC(=O)C)c1cccc(C[NH+]2CCN(CC2)C(=O)C)c1,MAK-UNK-9d4-1,1084_NCL.0
CNC(=O)[C@H]([NH2+]CCNC(=O)C)c1cccc(C[NH+]2CCN(CC2)C(=O)CC)c1,MAK-UNK-9d4-1,1084_NCL2ACR.0
CNC(=O)[C@H]([NH2+]CCNC(=O)CC)c1cccc(C[NH+]2CCN(CC2)C(=O)CCl)c1,MAK-UNK-9d4-1,1084_ACL2ACR.0
CNC(=O)[C@H]([NH2+]CCNC(=O)C)c1cccc(C[NH+]2CCN(CC2)C(=O)CCl)c1,MAK-UNK-9d4-1,1084_ACL.0
CCC(=O)NCC[C@@H]1CCc2ccc3CCCc3c12,ANT-OPE-997-1,1136_ACL2ACR.0
CC(=O)NCC[C@@H]1CCc2ccc3CCCc3c12,ANT-OPE-997-1,1136_ACL.0
NS(=O)(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2c1,KEI-UNI-85a-1,1315_ACL.0
NS(=O)(=O)c1ccc2c(ccc(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)CC)c2Br)c1,KEI-UNI-85a-2,1316_ACL2ACR.0
NS(=O)(=O)c1ccc2c(ccc(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)c2Br)c1,KEI-UNI-85a-2,1316_ACL.0
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)CC)ccc2cc(ccc12)S(=O)(=O)N,KEI-UNI-85a-3,1317_ACL2ACR.0
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)C)ccc2cc(ccc12)S(=O)(=O)N,KEI-UNI-85a-3,1317_ACL.0
NC(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2c1,KEI-UNI-85a-4,1318_ACL.0
NS(=O)(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)CC)ccc2n1,KEI-UNI-85a-5,1319_ACL2ACR.0
NS(=O)(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-5,1319_ACL.0
NC(=O)c1ccc2c(F)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-6,1320_ACL.0
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)CC)ccc2nc(ccc12)C(=O)N,KEI-UNI-85a-7,1321_ACL2ACR.0
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)C)ccc2nc(ccc12)C(=O)N,KEI-UNI-85a-7,1321_ACL.0
NC(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)CC)ccc2n1,KEI-UNI-85a-8,1322_ACL2ACR.0
NC(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-8,1322_ACL.0
NS(=O)(=O)c1ccc2c(Br)c(CN3CCN(C[C@@H](C3)c3cccnc3)C(=O)C)ccc2n1,KEI-UNI-85a-9,1323_ACL.0
Cc1c(C[N@@H+]2CCN(C[C@@H](C2)c2cccnc2)C(=O)CC)ccc2nc(ccc12)S(=O)(=O)N,KEI-UNI-85a-10,1324_ACL2ACR.0
CCC(=O)NCCc1cccc2nccnc12,ANT-OPE-81f-1,1376_ACL2ACR.0
CC(=O)NCCc1cccc2nccnc12,ANT-OPE-81f-1,1376_ACL.0
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)C,MAK-UNK-7d5-1,1455_NCL.0
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CC,MAK-UNK-7d5-1,1455_NCL2ACR.0
CCC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CCl,MAK-UNK-7d5-1,1455_ACL2ACR.0
CC(=O)NCCCC(=O)NCC(=O)NC[NH+]1CCN(CC1)C(=O)CCl,MAK-UNK-7d5-1,1455_ACL.0
F[C@@H]1CC[C@@H]2[NH2+]C[C@H](C[NH2+]CC(=O)NC[C@H]3CC[C@@H](CN4CCN(CC4)C(=O)C)CC3)[C@@H]2C1,MAK-UNK-72b-1,1513_NCL.0
F[C@H]1CC[C@H]2[NH2+]C[C@@H](C[NH2+]CC(=O)NC[C@H]3CC[C@@H](CN4CCN(CC4)C(=O)CC)CC3)[C@H]2C1,MAK-UNK-72b-1,1513_NCL2ACR.0
CC[N@H+]1C[C@@H](CCNC(=O)CC)[C@H]2C[C@@H](CC[C@H]12)C#N,PET-SGC-708-1,1605_ACL2ACR.0
CC[N@H+]1C[C@@H](CCNC(=O)C)[C@H]2C[C@@H](CC[C@H]12)C#N,PET-SGC-708-1,1605_ACL.0
CC[N@H+]1C[C@@H](CCNC(=O)C)[C@H]2C[C@@H](CC[C@@H]12)C=[NH2],PET-SGC-708-1,1605_NIT.0
C[C@](CO)(CO[C@@H]1C[NH2+][C@@H]2CC[C@H](F)C[C@@H]12)C[C@H]1CCC[C@H](CN2CCN(CC2)C(=O)C)C1,MAK-UNK-69e-1,1678_NCL.0
C[C@](CO)(CO[C@@H]1C[NH2+][C@H]2CC[C@@H](F)C[C@@H]12)C[C@@H]1CCC[C@H](CN2CCN(CC2)C(=O)CC)C1,MAK-UNK-69e-1,1678_NCL2ACR.0
COc1ccc2NC(=O)[C@H](CCNC(=O)CC)c2c1,JOH-MEM-5e3-1,1826_ACL2ACR.0
COc1ccc2NC(=O)[C@H](CCNC(=O)C)c2c1,JOH-MEM-5e3-1,1826_ACL.0
CO[C@H]1CC[C@H]2[N@H+](C[C@@H](CCNC(=O)CC)[C@H]2C1)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,JOH-MEM-5e3-3,1828_ACL2ACR.0
CO[C@H]1CC[C@H]2[N@H+](C[C@@H](CCNC(=O)C)[C@H]2C1)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,JOH-MEM-5e3-3,1828_ACL.0
CO[C@@H]1CC[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)CC)[C@@H]2C1,JOH-MEM-5e3-4,1829_ACL2ACR.0
CO[C@@H]1CC[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)C)[C@@H]2C1,JOH-MEM-5e3-4,1829_ACL.0
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[C@@H]3[NH2+][C@H]4[C@H](CCN4C(=O)CC)[C@@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MEM-5e3-5,1830_ACL2ACR.0
O[C@@H]1[C@@H](O)[C@H](O[C@@H]2CC[C@@H]3[NH2+][C@H]4[C@H](CCN4C(=O)C)[C@@H]3C2)O[C@@H]([C@H]1O)C(=O)O,JOH-MEM-5e3-5,1830_ACL.0
CO[C@@H]1[C@@H](O)C[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)CC)[C@@H]2C1,JOH-MEM-5e3-6,1831_ACL2ACR.0
CO[C@@H]1[C@H](O)C[C@@H]2[NH2+][C@H]3[C@H](CCN3C(=O)C)[C@@H]2C1,JOH-MEM-5e3-6,1831_ACL.0
CO[C@H]1[C@@H](O)C[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2[C@H]1O,JOH-MEM-5e3-8,1833_ACL2ACR.0
CO[C@H]1[C@@H](O)C[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2[C@H]1O,JOH-MEM-5e3-8,1833_ACL.0
F[C@H]1C[C@@H](C[C@@H]2CCC[C@@H](C2)[C@H]2N[NH2+]CC2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-1,2017_ACL2ACR.0
F[C@H]1C[C@@H](C[C@@H]2CCC[C@H](C2)[C@@H]2N[NH2+]CC2)[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-1,2017_ACL.0
F[C@H]1C[C@@H](C[C@@H]2N[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-3,2019_ACL2ACR.0
F[C@@H]1C[C@H](C[C@@H]2N[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-3,2019_ACL.0
F[C@@H]1C[C@H](CN[C@H]2CC[C@H]3CNC(=O)[C@@H]3C2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-4,2020_ACL2ACR.0
F[C@H]1C[C@@H](CN[C@@H]2CC[C@@H]3CNC(=O)[C@@H]3C2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-4,2020_ACL.0
F[C@H]1C[C@H]([C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C1)[C@H]1CCC[C@H](C1)[C@@H]1N[NH2+]CC1,GAB-REV-4a4-5,2021_ACL2ACR.0
F[C@H]1C[C@H]([C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1)[C@@H]1CCC[C@H](C1)[C@H]1N[NH2+]CC1,GAB-REV-4a4-5,2021_ACL.0
COc1cc(OC)cc(N[C@H]2[C@@H]3[NH2+]C[C@H](CCNC(=O)CC)[C@@H]3C[C@@H](F)C2)c1,GAB-REV-4a4-6,2022_ACL2ACR.0
COc1cc(OC)cc(N[C@H]2[C@@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@@H](F)C2)c1,GAB-REV-4a4-6,2022_ACL.0
F[C@@H]1C[C@H](O[C@@H]2CC[C@@H]3NCCC[C@H]3C2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-7,2023_ACL2ACR.0
F[C@@H]1C[C@H](O[C@@H]2CC[C@@H]3NCCC[C@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-7,2023_ACL.0
COc1ccc(C[C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)CC)[C@H]3C[C@H](F)C2)cc1OC,GAB-REV-4a4-8,2024_ACL2ACR.0
COc1ccc(C[C@@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@H](F)C2)cc1OC,GAB-REV-4a4-8,2024_ACL.0
F[C@@H]1C[C@H](O[C@@H]2C[C@@H]3N[NH2+]C[C@@H]3CC2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-9,2025_ACL2ACR.0
F[C@H]1C[C@@H](O[C@@H]2C[C@@H]3N[NH2+]C[C@@H]3CC2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-9,2025_ACL.0
F[C@H]1C[C@@H](N[C@H]2CC[C@H]3NCCC[C@@H]3C2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-11,2027_ACL2ACR.0
F[C@H]1C[C@@H](N[C@@H]2CC[C@@H]3NCCC[C@@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-11,2027_ACL.0
F[C@H]1C[C@@H](NS(=O)(=O)C[C@H]2C[C@@H]3C[NH2+]N[C@H]3CC2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-12,2028_ACL2ACR.0
F[C@H]1C[C@H](NC[C@@H]2CCCC[C@@H]2C#N)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-13,2029_ACL2ACR.0
F[C@@H]1C[C@@H](NC[C@H]2CCCC[C@H]2C#N)[C@@H]2[NH2+]C[C@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-13,2029_ACL.0
CC(=O)NCC[C@@H]1C[NH2+][C@@H]2[C@@H](NC[C@@H]3CCCC[C@@H]3C=[NH2])C[C@H](F)C[C@H]12,GAB-REV-4a4-13,2029_NIT.0
CC(=O)Nc1ccc(N[C@H]2[C@H]3[NH2+]C[C@@H](CCNC(=O)CC)[C@H]3C[C@@H](F)C2)cc1,GAB-REV-4a4-14,2030_ACL2ACR.0
CC(=O)Nc1ccc(N[C@H]2[C@@H]3[NH2+]C[C@@H](CCNC(=O)C)[C@H]3C[C@@H](F)C2)cc1,GAB-REV-4a4-14,2030_ACL.0
F[C@@H]1C[C@@H](CN[C@@H]2C[C@@H]3CCCC[C@@H]3[NH2+]2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-15,2031_ACL2ACR.0
F[C@@H]1C[C@H](CN[C@@H]2C[C@@H]3CCCC[C@@H]3[NH2+]2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-15,2031_ACL.0
F[C@@H]1C[C@H](NC[C@H]2N[C@H]3CCCC[C@H]3O2)[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-16,2032_ACL2ACR.0
F[C@H]1C[C@@H](NC[C@@H]2N[C@H]3CCCC[C@@H]3O2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-16,2032_ACL.0
CN(Cc1cc2c[nH]nc2cc1)[C@H]1[C@@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C[C@H](F)C1,GAB-REV-4a4-17,2033_ACL2ACR.0
CN(Cc1cc2c[nH]nc2cc1)[C@H]1[C@H]2[NH2+]C[C@H](CCNC(=O)C)[C@H]2C[C@H](F)C1,GAB-REV-4a4-17,2033_ACL.0
F[C@@H]1C[C@H](N[C@@H]2N[C@@H]3CCCC[C@@H]3O2)[C@H]2[NH2+]C[C@H](CCNC(=O)CC)[C@@H]2C1,GAB-REV-4a4-18,2034_ACL2ACR.0
F[C@H]1C[C@@H](N[C@@H]2N[C@@H]3CCCC[C@H]3O2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-18,2034_ACL.0
CN([C@H]1[C@@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@@H]2C[C@@H](F)C1)[C@H]1C[C@@H]2[C@@H](OCO2)C[C@H]1Cl,GAB-REV-4a4-19,2035_ACL2ACR.0
CN([C@@H]1[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C[C@H](F)C1)[C@H]1C[C@@H]2[C@@H](OCO2)C[C@H]1Cl,GAB-REV-4a4-19,2035_ACL.0
F[C@H]1C[C@@H](NC[C@H]2CC[C@H]3[NH2+]CN[C@H]3C2)[C@@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@@H]2C1,GAB-REV-4a4-20,2036_ACL.0
F[C@H]1C[C@@H](NCC2NCCCN2)[C@H]2[NH2+]C[C@@H](CCNC(=O)CC)[C@H]2C1,GAB-REV-4a4-21,2037_ACL2ACR.0
F[C@H]1C[C@@H](NCC2NCCCN2)[C@H]2[NH2+]C[C@@H](CCNC(=O)C)[C@H]2C1,GAB-REV-4a4-21,2037_ACL.0
